ProductID,ProductName,Category,Price
97,Sofa Set,Home,44675.21
98,Mixer Grinder,Home,10220.88
99,Ceiling Fan,Home,7812.09
100,Competitive Guide,Books,25840.76
101,Knife Set,Kitchen,47625.06
102,NCERT Science,,12926.54
103,Mathematics Book,Books,14167.15
104,Mobile Phone,Electronics,35553.72
105,Drawing Kit,Stationery,1096.29
106,Football,Sports,33724.69
107,Non-stick Pan,Kitchen,6547.67
108,Smart Watch,Electronics,15433.69
109,NCERT Science,Books,21017.32
110,Pressure Cooker,Kitchen,10607.75
111,Bluetooth Speaker,Electronics,2910.95
112,Water Bottle,Kitchen,7961.46
113,Mobile Phone,Electronics,13543.42
114,T-Shirt,Clothing,14754.59
115,nJesa,Clothing,18565.48
116,Markers,Stationery,23898.4
117,Men Kurta,Clothing,33966.89
118,Football,Sports,20200.63
119,Dining Table,Home,8313.7
120,Drawing Kit,Stationery,21007.99
121,Car Toy,,20841.43
122,Drawing Kit,,46354.03
123,Water Bottle,Kitchen,37766.01
124,Non-stick Pan,Kitchen,28731.48
125,Pen Set,Stationery,24480.69
126,Mixer Grinder,Home,31080.24
127,Pressure Cooker,Kitchen,24301.9
128,Dllo,Toys,39044.49
129,Markers,Stationery,39404.53
130,T-Shirt,Clothing,41006.79
131,Jeans,Clothing,37097.17
132,Pressure Cooker,Kitchen,34383.73
133,Drawing Kit,Stationery,27687.78
134,Knife Set,Kitchen,22996.84
135,Notebook,Stationery,43999.76
136,Pressure Cooker,Kitchen,31907.36
137,Dumbbell,Sports,49770.53
138,Women Saree,Clothing,34990.36
139,Lunch Box,Kitchen,26178.27
140,Competitive Guide,Books,40106.58
141,Jeans,Clothing,40664.91
142,Lunch Box,Kitchen,40237.81
143,Drawing Kit,Stationery,4964.77
144,Dining Table,Home,18332.93
145,Dining Table,Home,11097.3
146,Vacuum Cleaner,Home,8836.98
147,Jacket,Clothing,36165.38
148,Drawing Kit,Stationery,23067.81
149,Non-stick Pan,Kitchen,45811.99
150,Lego Set,Toys,39867.28
151,Vacuum Cleaner,Home,8893.53
152,Water Bottle,Kitchen,14573.4
153,Non-stick Pan,Kitchen,20922.29
154,Smart Watch,,31037.52
155,Dumbbell,Sports,21744.8
156,Mobile Phone,Electronics,47000.49
157,Ceiling Fan,,26757.4
158,Mixer Grinder,Home,21200.89
159,Yoga Mat,Sports,9429.66
160,Laptop,Electronics,779.75
161,Sketch Book,Stationery,1784.74
162,Car Toy,Toys,12643.15
163,Tennis Racket,Sports,29343.08
164,NCERT Science,Books,45901.6
165,Maesrkr,Stationery,16082.7
166,Jacket,Clothing,10340.13
167,Pen Set,Stationery,32979.29
168,T-Shirt,Clothing,7608.76
169,Water Bottle,Kitchen,28486.07
170,Laptop,Electronics,7932.1
171,Lego Set,Toys,27113.11
172,Lego Set,Toys,13785.35
173,Sofa Set,Home,8356.15
174,Mathematics Book,Books,31022.58
175,Pen Set,Stationery,14196.93
176,Doll,Toys,25193.75
177,Bluetooth Speaker,Electronics,4950.05
178,Yoga Mat,Sports,42225.88
179,Fiction Novel,,18169.72
180,Laptop,Electronics,44002.28
181,Knife Set,Kitchen,42068.57
182,Story Book,Books,6782.81
183,Dumbbell,Sports,28245.97
184,Men Kurta,Clothing,32818.58
185,Competitive Guide,Books,11365.32
186,Vacuum Cleaner,Home,278.48
187,Dumbbell,Sports,25039.79
188,Doll,Toys,17251.33
189,Lego Set,Toys,38868.96
190,Lego Set,Toys,21966.63
191,Car Toy,Toys,22348.41
192,Men Kurta,Clothing,5692.37
193,Drawing Kit,Stationery,46296.02
194,Dining Table,Home,32117.93
195,Fiction Novel,Books,18600.85
196,Doll,Toys,1298.47
197,Men Kurta,Clothing,25168.9
198,LED TV,Electronics,36498.29
199,Competitive Guide,Books,34433.47
200,Lunch Box,Kitchen,13465.27
201,LED TV,Electronics,43741.96
202,Jeans,Clothing,48217.37
203,NCERT Science,Books,14153.88
204,Story Book,Books,44437.93
205,Lego Set,Toys,39100.29
206,Water Bottle,Kitchen,36119.17
207,Lego Set,Toys,6325.96
208,Mixer Grinder,Home,46139.06
209,Jeans,Clothing,33933.17
210,t toereBlaWt,Kitchen,7431.56
211,Pen Set,Stationery,33523.96
212,Non-stick Pan,Kitchen,2539.72
213,Sketch Book,Stationery,46396.21
214,Yoga Mat,Sports,35937.04
215,Jeans,Clothing,22090.4
216,LED TV,Electronics,27487.96
217, ahamctrStW,Electronics,12009.14
218,Non-stick Pan,Kitchen,16375.44
219,Mobile Phone,Electronics,23209.23
220,Drawing Kit,Stationery,22306.66
221,Yoga Mat,Sports,23520.28
222,Pressure Cooker,Kitchen,91.0
223,Dining Table,Home,3182.98
224,Yoga Mat,Sports,40507.04
225,Football,Sports,5442.04
226,D EVLT,Electronics,8544.98
227,Story Book,Books,17840.01
228,Laptop,Electronics,25978.93
229,Mobile Phone,Electronics,5172.36
230,LED TV,Electronics,37458.0
231,Laptop,Electronics,39481.19
232,Jeans,Clothing,68.31
233,Women Saree,Clothing,22374.52
234,NCERT Science,Books,10410.02
235,Story Book,Books,5466.67
236,Men Kurta,Clothing,10847.63
237,Laptop,Electronics,16635.86
238,Mathematics Book,Books,27226.56
239,Smart Watch,Electronics,48197.99
240,Lunch Box,Kitchen,28035.74
241,Women Saree,Clothing,48443.57
242,T-Shirt,Clothing,8203.77
243,Pen Set,Stationery,26403.95
244,T-Shirt,Clothing,35966.66
245,Tennis Racket,,31073.36
246,NCERT Science,Books,30546.05
247,Action Figure,Toys,21115.34
248,Tennis Racket,Sports,9496.42
249,Non-stick Pan,Kitchen,7994.9
250,Pen Set,Stationery,25346.68
251,Cricket Bat,Sports,18478.89
252,Jacket,Clothing,28342.89
253,Nbotekoo,Stationery,7307.07
254,Fiction Novel,Books,17336.22
255,Sofa Set,Home,36793.04
256,Football,Sports,26414.08
257,Dining Table,,17130.11
258,Pen Set,Stationery,38350.84
259,Story Book,,24612.92
260,Knife Set,Kitchen,30005.51
261,Ceiling Fan,Home,25665.55
262,aen ineTctkRs,Sports,27420.88
263,Tennis Racket,Sports,16157.22
264,Pen Set,Stationery,45405.18
265,Non-stick Pan,Kitchen,22344.2
266,Sofa Set,Home,7457.85
267,NCERT Science,,18171.94
268,Water Bottle,Kitchen,9331.71
269,Ceiling Fan,Home,39594.56
270,Men Kurta,Clothing,38534.45
271,Car Toy,Toys,15104.74
272,Car Toy,Toys,19780.66
273,Fiction Novel,Books,43963.16
274,Ceiling Fan,Home,39919.31
275,Sofa Set,Home,615.08
276,Dining Table,Home,24126.15
277,T-Shirt,Clothing,20045.29
278,Notebook,Stationery,26356.09
279,Non-stick Pan,Kitchen,6230.39
280,Notebook,Stationery,40469.23
281,Bluetooth Speaker,Electronics,13927.34
282,Water Bottle,Kitchen,44614.37
283,Men Kurta,Clothing,12599.55
284,Cricket Bat,Sports,23151.16
285,T-Shirt,Clothing,5503.14
286,Sofa Set,Home,6480.27
287,Puzzle,Toys,41941.93
288,Puzzle,Toys,36965.01
289,Markers,Stationery,6519.13
290,Non-stick Pan,Kitchen,44453.04
291,Action Figure,Toys,44660.31
292,Smart Watch,Electronics,48798.27
293,LED TV,Electronics,22164.3
294,Markers,Stationery,41602.7
295,Laptop,Electronics,41682.72
296,Tennis Racket,Sports,35677.14
297,Jacket,Clothing,4148.54
298,Puzzle,Toys,42394.01
299,Mathematics Book,Books,5275.49
300,Lunch Box,Kitchen,1120.01
301,Vacuum Cleaner,Home,41406.83
302,Dining Table,Home,8688.38
303,Yoga Mat,Sports,10203.24
304,Non-stick Pan,Kitchen,48709.36
305,ezPuzl,Toys,15948.23
306,Pen Set,Stationery,3070.64
307,Knife Set,Kitchen,42188.34
308,Smart Watch,Electronics,6563.79
309,Non-stick Pan,Kitchen,12389.1
310,T-Shirt,Clothing,13028.38
311,LED TV,Electronics,21908.1
312,Men Kurta,Clothing,4432.67
313,Sofa Set,Home,46749.26
314,Pressure Cooker,Kitchen,41380.06
315,Tennis Racket,Sports,14849.96
316,Sofa Set,Home,45658.01
317,Dining Table,Home,35611.62
318,Cricket Bat,Sports,12998.68
319,Car Toy,Toys,9853.68
320,LED TV,Electronics,722.0
321,Jeans,Clothing,24994.11
322,Sketch Book,Stationery,1380.32
323,Tennis Racket,Sports,24683.68
324,Markers,Stationery,39395.92
325,Lunch Box,Kitchen,40600.99
326,Jacket,Clothing,21860.53
327,Jeans,Clothing,24650.01
328,Doll,Toys,16786.28
329,LED TV,Electronics,43579.89
330,Mixer Grinder,Home,46872.36
331,Mobile Phone,Electronics,12570.55
332,Pressure Cooker,Kitchen,19549.94
333,Competitive Guide,Books,44893.75
334,Lunch Box,Kitchen,37853.73
335,Notebook,Stationery,38745.67
336,Laptop,Electronics,34700.13
337,LED TV,Electronics,9250.46
338,NCERT Science,Books,9745.77
339,Bluetooth Speaker,Electronics,2311.07
340,Lego Set,Toys,42279.64
341,Tennis Racket,Sports,9135.51
342,Jacket,Clothing,32849.94
343,Pressure Cooker,Kitchen,1625.6
344,Action Figure,Toys,36101.96
345,Knife Set,Kitchen,47951.62
346,Vacuum Cleaner,Home,48096.95
347,Doll,Toys,22946.35
348,Mixer Grinder,Home,23783.04
349,LED TV,Electronics,15347.86
350,Puzzle,Toys,4403.16
351,Sketch Book,Stationery,22205.74
352,Doll,Toys,27110.78
353,Ceiling Fan,Home,19548.25
354,NCERT Science,Books,19038.34
355,Mobile Phone,Electronics,24270.81
356,NCERT Science,Books,5938.11
357,Mobile Phone,Electronics,27107.95
358,hk oBSketoc,Stationery,801.62
359,Smart Watch,Electronics,1843.43
360,Car Toy,Toys,17487.1
361,Football,Sports,32437.65
362,Sofa Set,Home,46034.49
363,Tennis Racket,Sports,22332.76
364,Sofa Set,Home,48402.6
365,Mixer Grinder,Home,7241.78
366,NCERT Science,Books,31349.3
367,Story Book,Books,19636.5
368,Mobile Phone,Electronics,6562.82
369,eeCrosrP uerosk,Kitchen,5491.16
370,Mobile Phone,Electronics,17059.72
371,senaJ,Clothing,44420.77
372,Vacuum Cleaner,Home,12396.0
373,Notebook,Stationery,40886.84
374,Mathematics Book,Books,32155.87
375,Competitive Guide,Books,27293.51
376,Notebook,Stationery,47601.2
377,Non-stick Pan,Kitchen,30318.38
378,Yoga Mat,,14271.52
379,Bluetooth Speaker,Electronics,23381.18
380,Cricket Bat,Sports,39683.93
381,Fiction Novel,Books,21867.31
382,Mathematics Book,Books,36312.84
383,Tennis Racket,Sports,36234.67
384,zuzleP,Toys,21926.43
385,Laptop,Electronics,18816.59
386,Smart Watch,Electronics,47881.61
387,Mixer Grinder,Home,35580.38
388,Fiction Novel,Books,20916.9
389,ohuncL xB,,23558.66
390,T-Shirt,Clothing,43298.53
391,Action Figure,Toys,22070.37
392,Sofa Set,Home,24354.38
393,Competitive Guide,Books,17933.04
394,LED TV,Electronics,6339.04
395,Markers,Stationery,39178.42
396,Ceiling Fan,Home,19845.97
397,Men Kurta,Clothing,21300.73
398,Cricket Bat,Sports,14937.91
399,Yoga Mat,Sports,26750.12
400,Ceiling Fan,Home,30393.09
401,Mobile Phone,Electronics,39459.55
402,Puzzle,Toys,34111.83
403,Mixer Grinder,Home,24554.53
404,LED TV,Electronics,41905.31
405,LED TV,Electronics,23023.6
406,Water Bottle,Kitchen,16646.74
407,Cricket Bat,Sports,6553.67
408,Knife Set,Kitchen,9117.59
409,Men Kurta,Clothing,24652.33
410,Cricket Bat,Sports,34471.23
411,Sofa Set,,3510.53
412,Jeans,Clothing,4368.95
413,Car Toy,Toys,26399.1
414,Notebook,Stationery,16838.28
415,Markers,Stationery,40551.64
416,Sketch Book,Stationery,44374.76
417, iitepouedtmveiCG,Books,49149.55
418,Mobile Phone,Electronics,18806.13
419,eniD Tbaglni,Home,48041.74
420,Doll,Toys,3699.15
421,ligCa inenF,Home,49006.1
422,Water Bottle,Kitchen,35236.38
423,Sofa Set,Home,15039.86
424,Jacket,Clothing,33283.37
425,Water Bottle,Kitchen,35931.58
426,Action Figure,Toys,45379.05
427,Sofa Set,Home,28436.91
428,S neetP,Stationery,32722.58
429,Vacuum Cleaner,Home,9218.76
430,Notebook,Stationery,42260.45
431,Men Kurta,Clothing,27130.88
432,Dining Table,Home,45713.0
433,Non-stick Pan,Kitchen,1329.28
434,Tennis Racket,Sports,13587.14
435,LED TV,Electronics,30363.74
436,Pressure Cooker,Kitchen,33069.26
437,Doll,Toys,15376.84
438,Drawing Kit,Stationery,32724.91
439,Jacket,Clothing,49990.58
440,Fiction Novel,Books,47903.91
441,Vacuum Cleaner,,23425.45
442,Action Figure,Toys,9161.82
443,Drawing Kit,Stationery,18949.0
444,Mathematics Book,Books,6841.74
445,Drawing Kit,Stationery,19361.14
446,Lego Set,Toys,40215.97
447,Women Saree,Clothing,22798.8
448,Dumbbell,Sports,462.83
449,Non-stick Pan,,48228.06
450,Lego Set,Toys,6126.33
451,Football,Sports,34369.11
452,Action Figure,Toys,26972.47
453,Car Toy,Toys,22547.21
454,Women Saree,Clothing,5049.22
455,Sofa Set,Home,35445.62
456,Notebook,Stationery,18759.08
457,Competitive Guide,Books,17955.33
458,Story Book,Books,26955.4
459,Smart Watch,Electronics,7848.07
460,Lego Set,Toys,44030.4
461,Action Figure,Toys,42678.52
462,Men Kurta,Clothing,32786.42
463,hrWmcaS tat,Electronics,16166.86
464,Dining Table,Home,35864.38
465,Yoga Mat,Sports,45511.35
466,Markers,Stationery,31767.56
467,Lunch Box,Kitchen,45552.1
468,Mathematics Book,Books,29223.37
469,Lunch Box,Kitchen,17961.83
470,niDbealgnT i,Home,23345.06
471,Doll,Toys,21927.23
472,Car Toy,Toys,28691.16
473,NCERT Science,Books,1040.74
474,Markers,Stationery,23306.49
475,Women Saree,Clothing,41712.28
476,Fiction Novel,Books,34665.91
477,Action Figure,Toys,47873.63
478,Lego Set,Toys,12248.17
479,Fiction Novel,Books,5204.19
480,T-Shirt,Clothing,48356.76
481,Non-stick Pan,Kitchen,34396.86
482,Bluetooth Speaker,Electronics,1691.33
483,Smart Watch,Electronics,6639.48
484,Pressure Cooker,Kitchen,10096.21
485,NCERT Science,Books,45755.28
486,Jeans,Clothing,15711.35
487,Markers,Stationery,32740.06
488,Competitive Guide,Books,17697.13
489,Smart Watch,Electronics,11014.59
490,Non-stick Pan,Kitchen,41194.65
491,Yoga Mat,Sports,8522.8
492,Dumbbell,Sports,30981.92
493,Lego Set,Toys,33545.97
494,Knife Set,Kitchen,25371.66
495,Men Kurta,Clothing,43462.5
496,Ceiling Fan,Home,18344.39
497,Non-stick Pan,Kitchen,13797.86
498,Non-stick Pan,Kitchen,41232.54
499,Non-stick Pan,Kitchen,14344.11
500,Men Kurta,Clothing,45427.93
501,LED TV,Electronics,34075.57
502,Knife Set,Kitchen,33572.62
503,Puzzle,Toys,15857.05
504,Doll,Toys,47198.54
505,Vacuum Cleaner,Home,46763.48
506,Action Figure,Toys,24339.55
507,Yoga Mat,Sports,5916.32
508,Dumbbell,Sports,19356.72
509,Laptop,Electronics,21383.85
510,Drawing Kit,Stationery,35373.16
511,NCERT Science,Books,5014.15
512,Mathematics Book,Books,47531.44
513,Women Saree,Clothing,5084.3
514,Vacuum Cleaner,Home,28322.45
515,Pressure Cooker,Kitchen,26277.48
516,Jacket,Clothing,49139.03
517,Drawing Kit,Stationery,45137.3
518,Fiction Novel,Books,6896.85
519,Action Figure,Toys,37840.07
520,Car Toy,Toys,49343.57
521,Story Book,Books,1370.48
522,Sofa Set,Home,35599.18
523,Lego Set,Toys,18598.2
524,NCERT Science,Books,18600.91
525,Women Saree,Clothing,1088.0
526,Markers,Stationery,23090.07
527,Vacuum Cleaner,,15608.93
528,Competitive Guide,Books,26113.04
529,Puzzle,Toys,11395.78
530,Mathematics Book,Books,43493.69
531,Markers,Stationery,43338.64
532,Notebook,Stationery,28178.48
533,Bluetooth Speaker,Electronics,44640.53
534,Knife Set,Kitchen,8147.62
535,Competitive Guide,Books,24414.44
536,NCERT Science,Books,24579.28
537,Laptop,Electronics,49848.78
538,Lego Set,Toys,1983.98
539,Women Saree,Clothing,45827.06
540,Mobile Phone,Electronics,4235.78
541,Fiction Novel,Books,6193.54
542,Sofa Set,Home,4377.78
543,Cricket Bat,Sports,11689.76
544,Cricket Bat,Sports,10204.08
545,Jacket,Clothing,39530.85
546,Dumbbell,Sports,18257.85
547,Mobile Phone,Electronics,45858.15
548,eFriugicAnt o,Toys,14085.34
549,Gdri xrreiMne,Home,45266.79
550,Men Kurta,Clothing,41345.25
551,Water Bottle,Kitchen,20311.52
552,Lunch Box,Kitchen,40358.68
553,Bluetooth Speaker,Electronics,48145.35
554,Smart Watch,Electronics,45606.04
555,Drawing Kit,,32355.02
556,Vacuum Cleaner,Home,43429.66
557,Tennis Racket,,12246.54
558,Smart Watch,Electronics,10625.7
559,Laptop,Electronics,46021.69
560,Water Bottle,Kitchen,14199.54
561,Ceiling Fan,Home,33370.71
562,Pen Set,Stationery,24186.79
563,NCERT Science,Books,43945.2
564,Car Toy,Toys,17689.93
565,Doll,Toys,4936.59
566,LED TV,Electronics,38709.26
567,Pressure Cooker,Kitchen,38878.65
568,Drawing Kit,Stationery,31143.33
569,Cricket Bat,Sports,31758.71
570,Mixer Grinder,Home,24469.96
571,CyTor a,Toys,49020.53
572,Action Figure,Toys,36187.64
573,Jeans,,15431.27
574, KrawtgiinD,,49598.88
575,Laptop,Electronics,35435.08
576,Story Book,Books,32564.14
577,LED TV,Electronics,12792.0
578,Dining Table,Home,43828.36
579,Water Bottle,Kitchen,24853.65
580,Dining Table,Home,38446.85
581,Vacuum Cleaner,Home,17462.56
582,Laptop,Electronics,20538.11
583,Smart Watch,Electronics,10024.5
584,Water Bottle,Kitchen,12117.68
585,Dining Table,Home,16941.35
586,Dumbbell,,2587.71
587,Dining Table,Home,23451.84
588,Sketch Book,Stationery,17429.82
589,Doll,Toys,28084.06
590,Dining Table,Home,4014.75
591,Fiction Novel,Books,7424.35
592,Women Saree,Clothing,43259.47
593,Tennis Racket,Sports,13211.22
594,Mathematics Book,Books,46342.52
595,Mathematics Book,Books,37019.73
596,Lunch Box,Kitchen,27850.49
597,Sketch Book,Stationery,407.06
598,Non-stick Pan,Kitchen,22459.59
599,eSfaot S,Home,524.79
600,Sketch Book,Stationery,47882.19
601,Fiction Novel,Books,7926.81
602,Doll,Toys,14653.81
603,aWetreBt tol,Kitchen,26695.74
604,NCERT Science,Books,14136.11
605,LED TV,Electronics,45659.92
606,rMearks,Stationery,36015.0
607,Water Bottle,Kitchen,20736.27
608,LED TV,Electronics,14720.98
609,Jeans,Clothing,39188.35
610,Knife Set,Kitchen,14380.96
611,Action Figure,Toys,33267.85
612,Football,Sports,4658.56
613,Cricket Bat,Sports,45625.94
614,Mathematics Book,,7081.23
615,Men Kurta,Clothing,31181.48
616,Yoga Mat,Sports,14793.52
617,T-Shirt,Clothing,5099.4
618,Competitive Guide,Books,4565.91
619,Tennis Racket,Sports,42775.44
620,Lego Set,Toys,45123.75
621,Lunch Box,Kitchen,19658.12
622,Drawing Kit,Stationery,35311.34
623,Tennis Racket,Sports,38287.6
624,Water Bottle,Kitchen,4133.47
625,Pressure Cooker,Kitchen,33087.57
626,Sketch Book,Stationery,32481.54
627,Sketch Book,Stationery,49446.29
628,Pen Set,,15821.61
629,Football,Sports,38564.78
630,Notebook,Stationery,12429.45
631,Vacuum Cleaner,Home,5412.04
632,Jeans,Clothing,13442.44
633,Puzzle,Toys,13919.93
634,Vacuum Cleaner,Home,31512.98
635,Lego Set,Toys,32052.57
636,Action Figure,Toys,30093.64
637,Notebook,Stationery,36627.63
638,Knife Set,Kitchen,19144.0
639,Drawing Kit,,48788.19
640,Story Book,Books,47696.64
641,LED TV,Electronics,48348.03
642,Women Saree,Clothing,46382.84
643,Knife Set,Kitchen,24139.5
644,Sofa Set,Home,44291.19
645,LED TV,Electronics,12973.49
646,Puzzle,Toys,33905.27
647,Jacket,Clothing,27535.75
648,Notebook,Stationery,7091.91
649,Tennis Racket,Sports,35009.14
650,Dining Table,Home,43960.81
651,Dumbbell,Sports,40508.32
652,Men Kurta,Clothing,15304.99
653,Football,Sports,11461.18
654,Sketch Book,Stationery,11614.55
655,Sketch Book,Stationery,2187.83
656,Action Figure,Toys,3474.64
657,Dining Table,Home,33632.74
658,Story Book,Books,2070.72
659,Markers,Stationery,10492.08
660,cTcRCeEnSNi e,Books,22473.37
661,Doll,Toys,14024.0
662,Bluetooth Speaker,Electronics,45166.4
663,Drawing Kit,Stationery,14793.91
664,Lnxou Bhc,Kitchen,11880.74
665,Tennis Racket,Sports,24940.18
666,Cricket Bat,Sports,21946.76
667,Bluetooth Speaker,Electronics,27541.38
668,NCERT Science,Books,48760.83
669,Competitive Guide,Books,12118.42
670,T-Shirt,Clothing,33947.93
671,Car Toy,Toys,25848.36
672,Fiction Novel,Books,25003.57
673,Smart Watch,Electronics,21450.29
674,Mathematics Book,,49388.4
675,mlbulebD,Sports,43453.47
676,Men Kurta,Clothing,16447.52
677,Lunch Box,Kitchen,3899.4
678,Vacuum Cleaner,Home,42196.41
679,LED TV,Electronics,11374.72
680,Knife Set,Kitchen,12498.37
681,Pressure Cooker,Kitchen,24845.38
682,Story Book,Books,37486.09
683,Smart Watch,Electronics,21244.37
684,Sofa Set,,9751.0
685,Sketch Book,Stationery,45048.03
686,Pressure Cooker,Kitchen,5967.91
687,Laptop,Electronics,21720.44
688,Bluetooth Speaker,Electronics,8495.07
689,Jacket,Clothing,39753.61
690,Sofa Set,Home,11751.86
691,Women Saree,Clothing,25905.85
692,Competitive Guide,Books,16768.0
693,T-Shirt,Clothing,45911.62
694,Drawing Kit,Stationery,8090.94
695,Yoga Mat,Sports,45141.88
696,Yoga Mat,Sports,47360.67
697,Lego Set,Toys,17861.4
698,Vacuum Cleaner,Home,33820.12
699,Story Book,Books,41289.78
700,Smart Watch,Electronics,11891.01
701,Story Book,Books,44464.24
702,Water Bottle,Kitchen,12060.77
703,Dumbbell,Sports,22880.27
704,Pen Set,Stationery,45891.13
705,Women Saree,Clothing,38259.4
706,Notebook,Stationery,45667.78
707,Laptop,Electronics,25408.23
708,Competitive Guide,Books,17439.39
709,Pressure Cooker,Kitchen,43734.96
710,Fiction Novel,Books,14851.0
711,Smart Watch,Electronics,35264.3
712,Smart Watch,Electronics,25314.4
713,Mobile Phone,Electronics,18320.44
714,Competitive Guide,Books,18315.25
715,Laptop,Electronics,48203.55
716,Dumbbell,,40589.15
717,Water Bottle,Kitchen,42628.34
718,Football,Sports,46519.06
719,Sofa Set,Home,35636.98
720,Non-stick Pan,Kitchen,32007.01
721,rerMsak,Stationery,36460.12
722,Markers,Stationery,20366.12
723,Jacket,Clothing,35280.47
724,NCERT Science,Books,31741.63
725,Markers,Stationery,44960.2
726,Puzzle,Toys,39684.56
727,Lego Set,Toys,36681.73
728,Dining Table,,37999.53
729,Non-stick Pan,Kitchen,40471.07
730,Cricket Bat,Sports,7403.46
731,Bluetooth Speaker,Electronics,48784.42
732,T-Shirt,Clothing,35392.73
733,Jeans,,4862.97
734,T-Shirt,Clothing,8340.14
735,Notoebok,Stationery,39589.07
736,Fiction Novel,Books,45892.23
737,Pen Set,Stationery,49785.01
738,Lego Set,Toys,36052.21
739,Competitive Guide,Books,26054.42
740,Notebook,Stationery,46798.95
741,Ceiling Fan,Home,104.11
742,Pressure Cooker,Kitchen,13370.65
743,Tennis Racket,Sports,16566.59
744,Lego Set,,37059.6
745,Pressure Cooker,Kitchen,10308.83
746,Jeans,Clothing,41473.29
747,Drawing Kit,Stationery,22554.52
748,Drawing Kit,Stationery,19289.77
749,Non-stick Pan,Kitchen,5209.28
750,Mixer Grinder,Home,1790.76
751,Competitive Guide,Books,6484.57
752,Sketch Book,Stationery,39326.69
753,Vacuum Cleaner,Home,39246.26
754,Yoga Mat,Sports,37563.75
755,Women Saree,Clothing,47532.06
756,Lego Set,Toys,30230.31
757,Notebook,Stationery,23979.97
758,Doll,Toys,40459.87
759,Pressure Cooker,Kitchen,48770.01
760,Knife Set,Kitchen,14918.5
761,Jacket,Clothing,29016.33
762,Cricket Bat,Sports,3466.63
763,Knife Set,Kitchen,18713.48
764,Action Figure,Toys,15758.25
765,LED TV,Electronics,20781.16
766,Football,Sports,7999.14
